# Size ExpectedDensity IndexOfInstance timeLCL DensityLCL timeGreedy DensityGreedy
1000 0.2 33 42 159279 12 159279
1000 0.2 34 41 158046 12 158046
1000 0.2 35 41 160241 12 160241
1000 0.2 36 43 158516 12 158516
1000 0.2 37 41 160200 13 160200
1000 0.2 38 41 159200 13 159200
1000 0.2 39 42 160424 12 160424
1000 0.2 40 41 159590 12 159590
1000 0.2 41 41 160339 13 160339
1000 0.2 42 41 161033 13 161033
1000 0.2 43 41 159895 13 159895
1000 0.2 44 41 160401 13 160401
1000 0.2 45 41 160575 12 160575
1000 0.2 46 42 161553 12 161553
1000 0.2 47 41 159490 13 159490
1000 0.2 48 44 158974 12 158974
1000 0.2 49 41 159047 12 159047
1000 0.2 50 41 159432 13 159432
1000 0.3 0 59 359157 18 359157
1000 0.3 1 59 359977 18 359977
1000 0.3 2 59 362000 18 362000
1000 0.3 3 59 360719 18 360719
1000 0.3 4 58 359709 19 359709
1000 0.3 5 59 358719 18 358719
1000 0.3 6 69 360563 21 360563
1000 0.3 7 69 358585 21 358585
1000 0.3 8 59 361171 19 361171
1000 0.3 9 61 358565 18 358565
1000 0.3 10 58 359573 18 359573
1000 0.3 11 58 357937 18 357937
1000 0.3 12 58 358913 18 358913
1000 0.3 13 58 359407 18 359407
1000 0.3 14 59 359401 18 359401
1000 0.3 15 59 359903 18 359903
1000 0.3 16 59 359162 19 359162
1000 0.3 17 59 358396 18 358396
1000 0.3 18 59 359063 18 359063
1000 0.3 19 58 358059 17 358059
1000 0.3 20 58 359985 19 359985
1000 0.3 21 61 360575 18 360575
1000 0.3 22 59 359441 18 359441
1000 0.3 23 59 361648 18 361648
1000 0.3 24 59 359227 18 359227
1000 0.3 25 58 358673 19 358673
1000 0.3 26 59 360540 19 360540
1000 0.3 27 59 359278 18 359278
1000 0.3 28 58 359302 18 359302
1000 0.3 29 58 360328 19 360328
1000 0.3 30 58 358587 18 358587
1000 0.3 31 58 359851 19 359851
1000 0.3 32 61 357653 18 357653
1000 0.3 33 58 360567 19 360567
1000 0.3 34 58 358865 19 358865
1000 0.3 35 58 358711 18 358711
1000 0.3 36 58 359044 19 359044
1000 0.3 37 59 360323 18 360323
1000 0.3 38 59 362932 19 362932
1000 0.3 39 59 360520 18 360520
1000 0.3 40 59 360357 18 360357
1000 0.3 41 59 358005 18 358005
1000 0.3 42 61 360309 19 360309
1000 0.3 43 59 358251 18 358251
1000 0.3 44 59 358956 18 358956
1000 0.3 45 58 360020 18 360020
1000 0.3 46 58 358767 18 358767
1000 0.3 47 59 356669 18 356669
1000 0.3 48 59 357858 18 357858
1000 0.3 49 58 359494 18 359494
1000 0.3 50 59 359437 18 359437
2000 0.01 0 60 9279 22100 8982
2000 0.01 1 61 9304 22165 8803
2000 0.01 2 50 9477 22425 8974
2000 0.01 3 54 9622 22296 9485
2000 0.01 4 51 9367 22769 9101
2000 0.01 5 51 9107 23024 8825
2000 0.01 6 50 9304 22469 8974
2000 0.01 7 51 9291 22514 8954
2000 0.01 8 56 9270 21180 9136
2000 0.01 9 49 9182 22158 9037
2000 0.01 10 49 9391 21744 9329
2000 0.01 11 51 9389 22056 9230
2000 0.01 12 50 9333 23294 9119
2000 0.01 13 55 9055 23154 8913
2000 0.01 14 55 9084 21352 8851
2000 0.01 15 64 9642 21901 9358
2000 0.01 16 50 8906 21838 8913
2000 0.01 17 51 9552 21639 9053
2000 0.01 18 63 9182 21376 8988
2000 0.01 19 49 9501 21709 9205
2000 0.01 20 50 9313 22223 9177
2000 0.01 21 52 9279 21373 8919
2000 0.01 22 50 9217 21349 8866
2000 0.01 23 50 9355 21601 8936
2000 0.01 24 51 9661 21382 9432
2000 0.01 25 50 9171 21709 9037
2000 0.01 26 51 9469 22113 8987
2000 0.01 27 51 9195 22565 8828
2000 0.01 28 57 9534 21338 9135
2000 0.01 29 57 9239 21512 8912
2000 0.01 30 62 9331 21822 9205
2000 0.01 31 54 9118 21761 8995
2000 0.01 32 50 9260 22711 9225
2000 0.01 33 49 9455 21162 9332
2000 0.01 34 57 9379 21244 8879
2000 0.01 35 57 9193 21444 9094
2000 0.01 36 81 9334 21827 8863
2000 0.01 37 49 9593 21752 9192
2000 0.01 38 49 9685 22527 9080
2000 0.01 39 52 9389 22718 9076
2000 0.01 40 55 9268 23784 9002
2000 0.01 41 52 9140 23220 9022
2000 0.01 42 49 9428 22346 9268
2000 0.01 43 56 9067 23414 8829
2000 0.01 44 49 9253 20923 8879
2000 0.01 45 48 9229 22016 8969
2000 0.01 46 55 9351 23201 9083
2000 0.01 47 62 9354 21606 8906
2000 0.01 48 51 9290 21878 9266
2000 0.01 49 51 9489 21716 9216
2000 0.01 50 49 9112 21636 9129
2000 0.02 0 62 14160 9917 14668
2000 0.02 1 55 14603 10873 14963
2000 0.02 2 55 14375 10079 14453
2000 0.02 3 61 14613 10814 14938
2000 0.02 4 68 14348 10440 14801
2000 0.02 5 55 14342 10378 14844
2000 0.02 6 59 14585 10848 14927
2000 0.02 7 67 14308 10585 14905
2000 0.02 8 56 14179 10521 14658
2000 0.02 9 56 14554 10471 14980
2000 0.02 10 56 14906 11347 15085
2000 0.02 11 61 14657 10150 14757
2000 0.02 12 66 14526 10353 14964
2000 0.02 13 61 14554 10179 14783
2000 0.02 14 56 14560 10496 14917
2000 0.02 15 63 14264 10853 14611
2000 0.02 16 70 14208 10810 14629
2000 0.02 17 56 14410 10472 14811
2000 0.02 18 58 14474 11008 15075
2000 0.02 19 59 14252 10733 14685
2000 0.02 20 55 14147 10602 14545
2000 0.02 21 57 14439 10551 14680
2000 0.02 22 55 14301 10613 14677
2000 0.02 23 61 14308 10760 14902
2000 0.02 24 57 14671 10762 15008
2000 0.02 25 64 13968 10048 14458
2000 0.02 26 57 14409 10368 14716
2000 0.02 27 57 14377 10629 14666
2000 0.02 28 58 14513 10732 14825
2000 0.02 29 61 14317 10380 14536
2000 0.02 30 55 14198 10247 14352
2000 0.02 31 55 14112 10697 14700
2000 0.02 32 58 14568 10711 15004
2000 0.02 33 56 14482 10729 14797
2000 0.02 34 67 14410 10969 14519
2000 0.02 35 59 14299 11217 14850
2000 0.02 36 70 14410 11650 14619
2000 0.02 37 68 14349 11861 14549
2000 0.02 38 64 14559 10890 14698
2000 0.02 39 63 14506 10457 14770
2000 0.02 40 61 14573 10573 14835
2000 0.02 41 56 14277 10568 14641
2000 0.02 42 58 14563 10742 14839
2000 0.02 43 57 14589 10726 14963
2000 0.02 44 63 14548 10814 14827
2000 0.02 45 63 13942 10435 14459
2000 0.02 46 62 14710 11068 14951
2000 0.02 47 64 14287 10924 14893
2000 0.02 48 61 14208 10510 14568
2000 0.02 49 56 14044 10662 14609
2000 0.02 50 57 14299 10944 14661
2000 0.03 0 62 20298 3809 20591
2000 0.03 1 62 20043 4153 20362
2000 0.03 2 66 20324 4229 20662
2000 0.03 3 64 20359 3999 20503
2000 0.03 4 63 19856 3943 20123
2000 0.03 5 62 19937 3588 20129
2000 0.03 6 63 20312 4036 20489
2000 0.03 7 63 19820 3651 20011
2000 0.03 8 63 20443 4062 20785
2000 0.03 9 67 20006 3720 20324
2000 0.03 10 74 20233 3728 20374
2000 0.03 11 68 19986 3828 20257
2000 0.03 12 71 19984 3879 20204
2000 0.03 13 67 20186 4042 20428
2000 0.03 14 62 20158 3867 20421
2000 0.03 15 64 20031 3611 20192
2000 0.03 16 70 20344 3928 20558
2000 0.03 17 64 19345 3430 19594
2000 0.03 18 72 19745 4075 19909
2000 0.03 19 63 19993 3917 20255
2000 0.03 20 71 20101 3905 20354
2000 0.03 21 68 20106 4052 20292
2000 0.03 22 67 20114 4145 20357
2000 0.03 23 64 19929 3725 20252
2000 0.03 24 69 19927 3881 20106
2000 0.03 25 62 20199 3840 20447
2000 0.03 26 71 20090 3791 20351
2000 0.03 27 64 20498 3960 20691
2000 0.03 28 63 20291 4067 20645
2000 0.03 29 62 20029 4074 20459
2000 0.03 30 68 19986 3988 20148
2000 0.03 31 65 19842 3915 20244
2000 0.03 32 64 20004 3856 20204
2000 0.03 33 64 19850 3842 20174
2000 0.03 34 68 20313 3932 20543
2000 0.03 35 73 20047 3906 20391
2000 0.03 36 64 20380 3909 20538
2000 0.03 37 64 20088 3749 20339
2000 0.03 38 71 20484 3753 20625
2000 0.03 39 63 20373 3848 20538
2000 0.03 40 65 19617 3935 19972
2000 0.03 41 66 20278 4010 20603
2000 0.03 42 62 20229 4120 20579
2000 0.03 43 62 20192 3950 20355
2000 0.03 44 65 20610 4289 20836
2000 0.03 45 63 20150 3950 20480
2000 0.03 46 64 20482 4261 20761
2000 0.03 47 72 19970 3889 20230
2000 0.03 48 65 19692 4047 20042
2000 0.03 49 64 19960 3620 20143
2000 0.03 50 63 20176 3814 20311
2000 0.04 0 67 28417 947 28433
2000 0.04 1 76 28053 940 28093
2000 0.04 2 69 28290 933 28323
2000 0.04 3 80 28089 928 28111
2000 0.04 4 66 28353 1051 28373
2000 0.04 5 67 28204 882 28237
2000 0.04 6 69 28523 1147 28507
2000 0.04 7 68 28097 1020 28158
2000 0.04 8 69 28325 1037 28317
2000 0.04 9 67 28356 1016 28388
2000 0.04 10 77 28555 1093 28605
2000 0.04 11 68 28239 870 28267
2000 0.04 12 68 27900 742 27926
2000 0.04 13 66 28653 953 28638
2000 0.04 14 69 28332 1127 28380
2000 0.04 15 71 28294 1023 28316
2000 0.04 16 85 28362 1060 28416
2000 0.04 17 72 28226 1015 28271
2000 0.04 18 69 27849 1005 27847
2000 0.04 19 68 28433 1143 28421
2000 0.04 20 67 28330 1156 28376
2000 0.04 21 69 28930 1176 28974
2000 0.04 22 73 28748 1139 28761
2000 0.04 23 69 28327 1077 28370
2000 0.04 24 67 28338 1092 28383
2000 0.04 25 74 28273 1121 28301
2000 0.04 26 69 28190 907 28213
2000 0.04 27 68 28177 946 28199
2000 0.04 28 68 28275 1042 28355
2000 0.04 29 68 28390 978 28400
2000 0.04 30 69 28179 1232 28189
2000 0.04 31 83 28544 1322 28612
2000 0.04 32 74 28443 1157 28471
2000 0.04 33 72 28335 1015 28395
2000 0.04 34 69 27824 1033 27888
2000 0.04 35 70 28484 1194 28557
2000 0.04 36 90 28358 1274 28402
2000 0.04 37 73 28292 1020 28319
2000 0.04 38 75 28498 988 28509
2000 0.04 39 68 28662 1202 28747
2000 0.04 40 96 28466 1239 28544
2000 0.04 41 80 28163 970 28260
2000 0.04 42 72 28405 1084 28445
2000 0.04 43 70 28090 1070 28104
2000 0.04 44 70 28288 1003 28346
2000 0.04 45 66 28453 1013 28452
2000 0.04 46 68 28113 986 28164
2000 0.04 47 82 28450 1141 28463
2000 0.04 48 68 28276 1001 28329
2000 0.04 49 66 28319 940 28389
2000 0.04 50 73 28409 895 28440
2000 0.05 0 78 40860 200 40865
2000 0.05 1 73 41189 195 41189
2000 0.05 2 72 40721 162 40725
2000 0.05 3 71 41037 177 41037
2000 0.05 4 74 41199 268 41214
2000 0.05 5 73 41095 189 41095
2000 0.05 6 76 40412 141 40412
2000 0.05 7 73 40432 156 40432
2000 0.05 8 73 40501 180 40510
2000 0.05 9 71 41028 228 41028
2000 0.05 10 72 40168 117 40168
2000 0.05 11 73 41073 219 41073
2000 0.05 12 78 41284 171 41284
2000 0.05 13 74 40276 189 40286
2000 0.05 14 72 41470 227 41473
2000 0.05 15 73 41156 228 41156
2000 0.05 16 76 40317 102 40317
2000 0.05 17 73 40465 169 40465
2000 0.05 18 73 40567 142 40567
2000 0.05 19 73 41176 195 41176
2000 0.05 20 72 40749 234 40749
2000 0.05 21 74 40572 159 40572
2000 0.05 22 72 40552 180 40553
2000 0.05 23 73 40528 151 40528
2000 0.05 24 82 40832 240 40832
2000 0.05 25 75 40553 182 40553
2000 0.05 26 73 40813 211 40813
2000 0.05 27 78 40687 193 40687
2000 0.05 28 75 40698 160 40698
2000 0.05 29 79 40579 251 40584
2000 0.05 30 74 40404 150 40404
2000 0.05 31 80 40327 149 40327
2000 0.05 32 73 40554 156 40554
2000 0.05 33 84 40908 219 40908
2000 0.05 34 77 40810 155 40810
2000 0.05 35 86 40301 167 40301
2000 0.05 36 77 41183 194 41183
2000 0.05 37 105 40231 160 40231
2000 0.05 38 97 40233 202 40233
2000 0.05 39 102 40184 203 40192
2000 0.05 40 74 40444 199 40449
2000 0.05 41 73 40456 213 40456
2000 0.05 42 77 40875 226 40875
2000 0.05 43 73 40573 209 40573
2000 0.05 44 72 40894 175 40894
2000 0.05 45 76 40783 174 40783
2000 0.05 46 74 40908 195 40908
2000 0.05 47 72 40661 162 40661
2000 0.05 48 76 40570 174 40570
2000 0.05 49 72 40962 204 40962
2000 0.05 50 74 40542 196 40542
2000 0.1 0 100 160464 29 160464
2000 0.1 1 99 159596 30 159596
2000 0.1 2 97 159757 29 159757
2000 0.1 3 97 158911 29 158911
2000 0.1 4 117 160606 31 160606
2000 0.1 5 97 159258 29 159258
2000 0.1 6 97 160514 29 160514
2000 0.1 7 98 159502 28 159502
2000 0.1 8 97 160129 29 160129
2000 0.1 9 104 159837 29 159837
2000 0.1 10 97 159884 29 159884
2000 0.1 11 98 160278 29 160278
2000 0.1 12 98 159938 28 159938
2000 0.1 13 109 159879 28 159879
2000 0.1 14 100 161244 31 161244
2000 0.1 15 99 160210 29 160210
2000 0.1 16 98 160024 28 160024
2000 0.1 17 96 160819 29 160819
2000 0.1 18 104 160704 29 160704
2000 0.1 19 102 159850 29 159850
2000 0.1 20 100 160164 29 160164
2000 0.1 21 99 160281 29 160281
2000 0.1 22 110 160028 29 160028
2000 0.1 23 100 160418 29 160418
2000 0.1 24 98 158641 29 158641
2000 0.1 25 97 159878 28 159878
2000 0.1 26 109 159274 29 159274
2000 0.1 27 99 159398 29 159398
2000 0.1 28 100 159876 28 159876
2000 0.1 29 97 159952 29 159952
2000 0.1 30 101 159775 29 159775
2000 0.1 31 99 159403 28 159403
2000 0.1 32 97 160297 29 160297
2000 0.1 33 100 160682 29 160682
2000 0.1 34 103 160220 29 160220
2000 0.1 35 99 160461 29 160461
2000 0.1 36 98 158833 29 158833
2000 0.1 37 104 160155 30 160155
2000 0.1 38 101 158791 30 158791
2000 0.1 39 98 159094 28 159094
2000 0.1 40 98 159393 28 159393
2000 0.1 41 102 160114 28 160114
2000 0.1 42 98 159827 29 159827
2000 0.1 43 99 160325 29 160325
2000 0.1 44 106 159203 28 159203
2000 0.1 45 97 159115 29 159115
2000 0.1 46 97 159831 29 159831
2000 0.1 47 104 159988 28 159988
2000 0.1 48 97 160591 28 160591
2000 0.1 49 97 159444 29 159444
2000 0.1 50 105 160178 30 160178
2000 0.2 0 165 639759 55 639759
2000 0.2 1 166 638558 49 638558
2000 0.2 2 175 638384 50 638384
2000 0.2 3 163 637129 50 637129
2000 0.2 4 165 640419 51 640419
2000 0.2 5 174 638787 51 638787
2000 0.2 6 166 638922 50 638922
2000 0.2 7 167 639052 51 639052
2000 0.2 8 172 638758 49 638758
2000 0.2 9 165 640856 51 640856
2000 0.2 10 164 640812 61 640812
2000 0.2 11 167 641277 50 641277
2000 0.2 12 164 638241 49 638241
2000 0.2 13 170 642227 51 642227
2000 0.2 14 166 639423 50 639423
2000 0.2 15 168 641927 55 641927
2000 0.2 16 164 639241 49 639241
2000 0.2 17 168 642369 51 642369
2000 0.2 18 176 639693 49 639693
2000 0.2 19 163 639512 49 639512
2000 0.2 20 168 638576 52 638576
2000 0.2 21 163 640298 49 640298
2000 0.2 22 168 636632 49 636632
2000 0.2 23 165 640835 49 640835
2000 0.2 24 171 637899 51 637899
2000 0.2 25 166 638835 49 638835
2000 0.2 26 171 637706 50 637706
2000 0.2 27 166 638548 50 638548
2000 0.2 28 168 637890 50 637890
2000 0.2 29 170 637643 50 637643
2000 0.2 30 170 639499 49 639499
2000 0.2 31 163 639381 49 639381
2000 0.2 32 167 639487 49 639487
2000 0.2 33 161 640155 50 640155
2000 0.2 34 168 639741 52 639741
2000 0.2 35 169 638997 49 638997
2000 0.2 36 164 638937 49 638937
2000 0.2 37 173 638692 51 638692
2000 0.2 38 163 637594 50 637594
2000 0.2 39 170 640344 51 640344
2000 0.2 40 181 640464 50 640464
2000 0.2 41 168 640106 50 640106
2000 0.2 42 169 641372 50 641372
2000 0.2 43 165 638714 50 638714
2000 0.2 44 169 638258 55 638258
2000 0.2 45 165 639683 51 639683
2000 0.2 46 166 641129 49 641129
2000 0.2 47 170 640081 50 640081
2000 0.2 48 162 639222 50 639222
2000 0.2 49 164 636150 49 636150
2000 0.2 50 172 639485 50 639485
2000 0.3 0 235 1440666 72 1440666
2000 0.3 1 245 1439646 72 1439646
2000 0.3 2 234 1437503 71 1437503
2000 0.3 3 234 1433910 77 1433910
2000 0.3 4 233 1438299 72 1438299
2000 0.3 5 235 1432064 71 1432064
2000 0.3 6 239 1441453 71 1441453
2000 0.3 7 233 1439055 73 1439055
2000 0.3 8 237 1433776 71 1433776
2000 0.3 9 233 1437096 71 1437096
2000 0.3 10 243 1439674 72 1439674
2000 0.3 11 237 1437188 72 1437188
2000 0.3 12 245 1438082 74 1438082
2000 0.3 13 241 1440682 73 1440682
2000 0.3 14 247 1442811 72 1442811
2000 0.3 15 233 1439245 72 1439245
2000 0.3 16 239 1435471 73 1435471
2000 0.3 17 238 1435717 75 1435717
2000 0.3 18 239 1441426 72 1441426
2000 0.3 19 238 1442192 75 1442192
2000 0.3 20 237 1441221 71 1441221
2000 0.3 21 233 1439760 77 1439760
2000 0.3 22 234 1439254 72 1439254
2000 0.3 23 238 1439687 72 1439687
2000 0.3 24 240 1440422 73 1440422
2000 0.3 25 246 1437311 71 1437311
2000 0.3 26 241 1439780 72 1439780
2000 0.3 27 233 1439013 72 1439013
2000 0.3 28 236 1439010 72 1439010
2000 0.3 29 239 1440216 72 1440216
2000 0.3 30 234 1439674 71 1439674
2000 0.3 31 239 1438290 72 1438290
2000 0.3 32 236 1439482 72 1439482
2000 0.3 33 231 1438459 81 1438459
2000 0.3 34 232 1439325 72 1439325
2000 0.3 35 241 1442351 73 1442351
2000 0.3 36 250 1441408 73 1441408
2000 0.3 37 231 1442313 73 1442313
2000 0.3 38 239 1434120 72 1434120
2000 0.3 39 232 1440907 87 1440907
2000 0.3 40 234 1441393 72 1441393
2000 0.3 41 233 1440800 78 1440800
2000 0.3 42 234 1439159 71 1439159
2000 0.3 43 254 1441239 72 1441239
2000 0.3 44 237 1437015 72 1437015
2000 0.3 45 235 1442030 72 1442030
2000 0.3 46 237 1437868 71 1437868
2000 0.3 47 233 1437247 71 1437247
2000 0.3 48 247 1437826 73 1437826
2000 0.3 49 233 1438258 71 1438258
2000 0.3 50 235 1438953 73 1438953
