# Size ExpectedDensity IndexOfInstance timeLCL DensityLCL timeGreedy DensityGreedy
200 0.3 50 2 13923 1 13923
500 0.01 0 3 1598 378 1464
500 0.01 1 3 1484 378 1251
500 0.01 2 3 1599 392 1398
500 0.01 3 3 1456 388 1358
500 0.01 4 3 1572 374 1492
500 0.01 5 5 1427 385 1357
500 0.01 6 5 1536 386 1384
500 0.01 7 3 1417 377 1353
500 0.01 8 3 1546 389 1409
500 0.01 9 3 1530 363 1423
500 0.01 10 3 1542 382 1337
500 0.01 11 3 1607 381 1406
500 0.01 12 3 1605 383 1524
500 0.01 13 3 1591 400 1466
500 0.01 14 3 1465 367 1325
500 0.01 15 3 1552 383 1390
500 0.01 16 3 1518 383 1441
500 0.01 17 3 1502 367 1273
500 0.01 18 3 1505 387 1347
500 0.01 19 3 1535 462 1269
500 0.01 20 3 1550 375 1380
500 0.01 21 3 1657 385 1355
500 0.01 22 3 1547 407 1396
500 0.01 23 3 1511 402 1305
500 0.01 24 3 1525 377 1351
500 0.01 25 3 1600 377 1405
500 0.01 26 3 1464 389 1425
500 0.01 27 3 1437 382 1373
500 0.01 28 3 1487 374 1338
500 0.01 29 3 1477 373 1373
500 0.01 30 3 1705 378 1312
500 0.01 31 3 1468 382 1413
500 0.01 32 4 1520 376 1344
500 0.01 33 3 1459 366 1428
500 0.01 34 3 1506 381 1287
500 0.01 35 3 1475 368 1344
500 0.01 36 3 1489 386 1413
500 0.01 37 3 1468 371 1318
500 0.01 38 3 1553 377 1403
500 0.01 39 3 1451 392 1328
500 0.01 40 3 1575 387 1412
500 0.01 41 3 1562 390 1420
500 0.01 42 3 1507 379 1446
500 0.01 43 8 1568 380 1459
500 0.01 44 3 1520 379 1356
500 0.01 45 7 1524 376 1306
500 0.01 46 3 1495 356 1260
500 0.01 47 3 1463 376 1354
500 0.01 48 3 1549 370 1275
500 0.01 49 3 1547 387 1323
500 0.01 50 3 1460 379 1322
500 0.02 0 3 2256 306 2102
500 0.02 1 4 2362 318 2279
500 0.02 2 4 2273 334 2033
500 0.02 3 4 2248 346 2216
500 0.02 4 3 2386 321 2338
500 0.02 5 4 2141 316 2147
500 0.02 6 3 2348 320 2220
500 0.02 7 3 2266 313 2155
500 0.02 8 4 2199 307 2128
500 0.02 9 3 2233 310 2188
500 0.02 10 3 2397 328 2353
500 0.02 11 3 2275 316 2154
500 0.02 12 4 2251 311 2177
500 0.02 13 4 2246 320 2229
500 0.02 14 4 2201 352 2154
500 0.02 15 3 2377 318 2212
500 0.02 16 4 2276 331 2178
500 0.02 17 4 2347 335 2223
500 0.02 18 3 2282 315 2133
500 0.02 19 3 2460 318 2240
500 0.02 20 4 2382 328 2264
500 0.02 21 3 2215 329 2114
500 0.02 22 3 2182 334 2127
500 0.02 23 3 2167 306 2159
500 0.02 24 4 2328 334 2250
500 0.02 25 3 2347 339 2262
500 0.02 26 4 2234 325 2143
500 0.02 27 3 2364 317 2129
500 0.02 28 5 2309 317 2137
500 0.02 29 3 2374 333 2283
500 0.02 30 4 2293 333 2331
500 0.02 31 3 2245 313 2272
500 0.02 32 4 2285 338 2076
500 0.02 33 4 2376 327 2307
500 0.02 34 3 2239 325 2184
500 0.02 35 3 2272 339 2145
500 0.02 36 4 2280 333 2243
500 0.02 37 3 2329 323 2201
500 0.02 38 5 2298 314 2263
500 0.02 39 4 2217 307 2201
500 0.02 40 3 2254 322 2232
500 0.02 41 5 2326 312 2181
500 0.02 42 5 2326 310 2217
500 0.02 43 4 2322 307 2164
500 0.02 44 3 2437 311 2356
500 0.02 45 4 2193 309 2147
500 0.02 46 3 2099 313 2169
500 0.02 47 3 2191 306 2231
500 0.02 48 4 2247 304 2169
500 0.02 49 3 2274 322 2276
500 0.02 50 3 2496 328 2476
500 0.03 0 4 2844 226 2943
500 0.03 1 4 2745 233 2774
500 0.03 2 4 2917 236 2900
500 0.03 3 4 2956 236 3022
500 0.03 4 4 2837 250 2945
500 0.03 5 4 2992 230 2965
500 0.03 6 4 2804 246 2878
500 0.03 7 3 2930 239 2877
500 0.03 8 4 2889 223 2843
500 0.03 9 4 3089 244 3126
500 0.03 10 4 2831 230 2851
500 0.03 11 4 2856 235 2882
500 0.03 12 4 3035 235 2979
500 0.03 13 4 2972 217 2943
500 0.03 14 4 2898 238 3046
500 0.03 15 4 3005 234 3065
500 0.03 16 4 2810 230 2854
500 0.03 17 4 2919 244 3070
500 0.03 18 4 2816 225 2754
500 0.03 19 3 2928 243 2943
500 0.03 20 3 2987 233 2985
500 0.03 21 4 2932 236 2935
500 0.03 22 4 2967 241 2910
500 0.03 23 4 2924 247 2871
500 0.03 24 4 2817 225 2869
500 0.03 25 3 2924 246 2982
500 0.03 26 3 2823 229 2927
500 0.03 27 4 2897 238 2922
500 0.03 28 4 2866 242 2938
500 0.03 29 4 2981 249 2919
500 0.03 30 4 2852 235 2892
500 0.03 31 3 2912 234 2918
500 0.03 32 4 2828 242 2877
500 0.03 33 4 2990 242 3039
500 0.03 34 4 3086 243 3067
500 0.03 35 5 2823 249 2978
500 0.03 36 4 3050 262 3147
500 0.03 37 4 2940 240 3013
500 0.03 38 4 3073 249 3063
500 0.03 39 4 3006 246 3039
500 0.03 40 4 2908 239 2981
500 0.03 41 4 2856 232 2919
500 0.03 42 4 2996 237 2945
500 0.03 43 4 3188 251 3196
500 0.03 44 4 2949 218 2883
500 0.03 45 4 2944 228 2948
500 0.03 46 4 2829 220 2893
500 0.03 47 4 2813 242 2805
500 0.03 48 5 2984 241 2959
500 0.03 49 4 2990 223 3048
500 0.03 50 3 2966 241 2912
500 0.04 0 5 3466 150 3545
500 0.04 1 6 3520 150 3508
500 0.04 2 4 3535 161 3603
500 0.04 3 5 3493 157 3620
500 0.04 4 4 3481 155 3544
500 0.04 5 4 3536 153 3637
500 0.04 6 4 3736 168 3812
500 0.04 7 5 3548 161 3616
500 0.04 8 4 3689 163 3757
500 0.04 9 5 3344 160 3406
500 0.04 10 4 3698 173 3673
500 0.04 11 4 3550 165 3500
500 0.04 12 5 3580 168 3595
500 0.04 13 4 3513 165 3658
500 0.04 14 5 3687 175 3688
500 0.04 15 4 3737 177 3811
500 0.04 16 4 3539 173 3481
500 0.04 17 4 3606 170 3626
500 0.04 18 4 3478 158 3434
500 0.04 19 5 3407 158 3467
500 0.04 20 5 3643 158 3667
500 0.04 21 4 3672 175 3804
500 0.04 22 4 3750 159 3840
500 0.04 23 5 3623 157 3718
500 0.04 24 4 3554 161 3640
500 0.04 25 4 3582 166 3591
500 0.04 26 5 3578 163 3577
500 0.04 27 5 3567 170 3637
500 0.04 28 5 3368 165 3473
500 0.04 29 5 3711 161 3618
500 0.04 30 5 3673 168 3702
500 0.04 31 5 3557 159 3564
500 0.04 32 4 3791 175 3776
500 0.04 33 5 3656 168 3701
500 0.04 34 4 3634 208 3739
500 0.04 35 6 3634 186 3784
500 0.04 36 5 3546 154 3641
500 0.04 37 4 3447 159 3523
500 0.04 38 4 3495 160 3522
500 0.04 39 6 3652 163 3659
500 0.04 40 4 3480 159 3472
500 0.04 41 5 3627 156 3660
500 0.04 42 4 3566 160 3528
500 0.04 43 4 3433 168 3454
500 0.04 44 4 3439 161 3566
500 0.04 45 4 3481 184 3572
500 0.04 46 4 3433 148 3463
500 0.04 47 5 3659 173 3832
500 0.04 48 6 3618 169 3745
500 0.04 49 5 3557 168 3638
500 0.04 50 4 3598 170 3640
500 0.05 0 5 4212 102 4295
500 0.05 1 5 4217 98 4257
500 0.05 2 5 4392 114 4435
500 0.05 3 6 4311 105 4273
500 0.05 4 5 4091 99 4148
500 0.05 5 5 4184 102 4287
500 0.05 6 5 4287 100 4387
500 0.05 7 5 4041 104 4164
500 0.05 8 4 4322 112 4344
500 0.05 9 5 4212 103 4260
500 0.05 10 6 4521 112 4514
500 0.05 11 5 4210 99 4320
500 0.05 12 5 4369 105 4434
500 0.05 13 5 4058 99 4124
500 0.05 14 4 4077 106 4203
500 0.05 15 4 4154 92 4217
500 0.05 16 5 4181 104 4293
500 0.05 17 5 4245 104 4330
500 0.05 18 5 4375 113 4452
500 0.05 19 5 4337 135 4428
500 0.05 20 5 4384 117 4471
500 0.05 21 5 4224 108 4360
500 0.05 22 5 4076 96 4250
500 0.05 23 4 4138 96 4230
500 0.05 24 5 4235 98 4285
500 0.05 25 5 4110 94 4051
500 0.05 26 5 4078 96 4141
500 0.05 27 5 4199 104 4272
500 0.05 28 5 4243 107 4382
500 0.05 29 5 4126 110 4214
500 0.05 30 5 4098 98 4174
500 0.05 31 5 4234 87 4289
500 0.05 32 4 4248 106 4337
500 0.05 33 5 4166 96 4243
500 0.05 34 4 4561 130 4635
500 0.05 35 5 4299 104 4410
500 0.05 36 5 4291 104 4349
500 0.05 37 5 4159 115 4319
500 0.05 38 5 4213 100 4334
500 0.05 39 5 4142 106 4203
500 0.05 40 4 4165 98 4147
500 0.05 41 5 4176 95 4177
500 0.05 42 5 4326 102 4334
500 0.05 43 5 4230 117 4335
500 0.05 44 5 4176 110 4251
500 0.05 45 4 4347 112 4487
500 0.05 46 5 4428 109 4431
500 0.05 47 5 4207 99 4224
500 0.05 48 5 3990 97 4051
500 0.05 49 5 4297 105 4352
500 0.05 50 5 4220 105 4293
500 0.1 0 6 10204 5 10204
500 0.1 1 7 9856 3 9856
500 0.1 2 6 10090 4 10090
500 0.1 3 7 9958 6 9958
500 0.1 4 6 10062 4 10062
500 0.1 5 7 10195 5 10195
500 0.1 6 6 10232 4 10232
500 0.1 7 6 10261 5 10261
500 0.1 8 8 9910 4 9910
500 0.1 9 6 10114 7 10114
500 0.1 10 7 10050 6 10050
500 0.1 11 8 9948 3 9948
500 0.1 12 6 10087 6 10087
500 0.1 13 7 10341 10 10341
500 0.1 14 6 10142 4 10142
500 0.1 15 8 9862 7 9866
500 0.1 16 7 9987 4 9987
500 0.1 17 8 10166 6 10166
500 0.1 18 8 10281 4 10281
500 0.1 19 6 10210 4 10210
500 0.1 20 6 10113 4 10113
500 0.1 21 7 10181 3 10181
500 0.1 22 7 10326 3 10326
500 0.1 23 8 10241 5 10241
500 0.1 24 7 10468 5 10468
500 0.1 25 7 10244 4 10244
500 0.1 26 7 10331 4 10331
500 0.1 27 7 10090 5 10090
500 0.1 28 6 10036 4 10036
500 0.1 29 7 10174 7 10174
500 0.1 30 7 10101 3 10101
500 0.1 31 8 10169 2 10169
500 0.1 32 7 10284 5 10284
500 0.1 33 7 10272 6 10272
500 0.1 34 7 10200 5 10200
500 0.1 35 7 10124 7 10124
500 0.1 36 6 9880 5 9880
500 0.1 37 6 9982 3 9982
500 0.1 38 8 10177 5 10177
500 0.1 39 6 10006 3 10006
500 0.1 40 7 10195 5 10195
500 0.1 41 7 10353 5 10353
500 0.1 42 8 10349 4 10351
500 0.1 43 6 9920 5 9920
500 0.1 44 6 10077 3 10077
500 0.1 45 6 10148 7 10148
500 0.1 46 6 9803 3 9803
500 0.1 47 6 10115 5 10115
500 0.1 48 7 9948 5 9948
500 0.1 49 7 10096 4 10096
500 0.1 50 7 9876 4 9876
500 0.2 0 11 39696 3 39696
500 0.2 1 10 40185 4 40185
500 0.2 2 10 39915 4 39915
500 0.2 3 12 39432 3 39432
500 0.2 4 11 40025 3 40025
500 0.2 5 11 40386 3 40386
500 0.2 6 11 39685 3 39685
500 0.2 7 10 40252 3 40252
500 0.2 8 10 40610 3 40610
500 0.2 9 11 40570 3 40570
500 0.2 10 10 39705 4 39705
500 0.2 11 10 39716 4 39716
500 0.2 12 11 39366 4 39366
500 0.2 13 11 40806 3 40806
500 0.2 14 11 40287 3 40287
500 0.2 15 11 39980 3 39980
500 0.2 16 10 40017 3 40017
500 0.2 17 10 40262 4 40262
500 0.2 18 11 39448 3 39448
500 0.2 19 10 40026 3 40026
500 0.2 20 12 40281 3 40281
500 0.2 21 10 39617 3 39617
500 0.2 22 12 39380 4 39380
500 0.2 23 10 40406 3 40406
500 0.2 24 10 40087 4 40087
500 0.2 25 11 40836 3 40836
500 0.2 26 11 40178 3 40178
500 0.2 27 11 39528 3 39528
500 0.2 28 10 39950 4 39950
500 0.2 29 11 39918 3 39918
500 0.2 30 10 40000 4 40000
500 0.2 31 10 39034 4 39034
500 0.2 32 11 39467 3 39467
500 0.2 33 12 39788 4 39788
500 0.2 34 11 39745 3 39745
500 0.2 35 11 39386 3 39386
500 0.2 36 10 39214 4 39214
500 0.2 37 11 40162 3 40162
500 0.2 38 11 39524 3 39524
500 0.2 39 11 39740 3 39740
500 0.2 40 10 39785 4 39785
500 0.2 41 11 39381 4 39381
500 0.2 42 10 39737 3 39737
500 0.2 43 11 39907 3 39907
500 0.2 44 11 40293 3 40293
500 0.2 45 10 40502 4 40502
500 0.2 46 10 40862 4 40862
500 0.2 47 10 40456 3 40456
500 0.2 48 11 39778 3 39778
500 0.2 49 11 39859 3 39859
500 0.2 50 13 39457 3 39457
500 0.3 0 15 88358 5 88358
500 0.3 1 15 89960 4 89960
500 0.3 2 14 90039 5 90039
500 0.3 3 15 88998 4 88998
500 0.3 4 15 89518 4 89518
500 0.3 5 15 90499 5 90499
500 0.3 6 15 89500 4 89500
500 0.3 7 14 89945 5 89945
500 0.3 8 17 90620 4 90620
500 0.3 9 14 89922 5 89922
500 0.3 10 15 89559 5 89559
500 0.3 11 15 89815 5 89815
500 0.3 12 15 88235 4 88235
500 0.3 13 15 90640 5 90640
500 0.3 14 15 89113 4 89113
500 0.3 15 14 88965 5 88965
500 0.3 16 15 88629 5 88629
500 0.3 17 17 90661 4 90661
500 0.3 18 14 89849 5 89849
500 0.3 19 15 89070 5 89070
500 0.3 20 15 89254 4 89254
500 0.3 21 15 90213 4 90213
500 0.3 22 14 90233 5 90233
500 0.3 23 16 89511 4 89511
500 0.3 24 16 90081 4 90081
500 0.3 25 15 90434 5 90434
500 0.3 26 17 91307 4 91307
500 0.3 27 15 90103 4 90103
500 0.3 28 15 89869 5 89869
500 0.3 29 15 89416 5 89416
500 0.3 30 15 89872 5 89872
500 0.3 31 15 89478 5 89478
500 0.3 32 15 89994 5 89994
500 0.3 33 15 89701 4 89701
500 0.3 34 16 90034 5 90034
500 0.3 35 15 89682 4 89682
500 0.3 36 15 90277 5 90277
500 0.3 37 15 89828 4 89828
500 0.3 38 15 88731 4 88731
500 0.3 39 14 89343 5 89343
500 0.3 40 15 89610 6 89610
500 0.3 41 16 90107 5 90107
500 0.3 42 14 89577 5 89577
500 0.3 43 16 89757 4 89757
500 0.3 44 15 90124 4 90124
500 0.3 45 14 89627 5 89627
500 0.3 46 15 91203 4 91203
500 0.3 47 15 88397 4 88397
500 0.3 48 15 91189 5 91189
500 0.3 49 16 90047 5 90047
500 0.3 50 16 90266 4 90266
1000 0.01 0 13 3759 3028 3462
1000 0.01 1 12 3678 2821 3555
1000 0.01 2 13 3810 2873 3456
1000 0.01 3 12 3825 2809 3614
1000 0.01 4 12 3861 2848 3438
1000 0.01 5 15 3830 2936 3451
1000 0.01 6 11 3757 2960 3505
1000 0.01 7 11 3877 2969 3477
1000 0.01 8 14 3898 2860 3502
1000 0.01 9 12 3723 2783 3352
1000 0.01 10 11 3903 2787 3491
1000 0.01 11 12 3749 2802 3479
1000 0.01 12 11 3757 2783 3437
1000 0.01 13 11 3665 2756 3374
1000 0.01 14 12 3753 2766 3317
1000 0.01 15 11 3854 2720 3352
1000 0.01 16 11 3862 2918 3803
1000 0.01 17 12 3936 2822 3471
1000 0.01 18 12 3743 2802 3352
1000 0.01 19 12 3784 2843 3520
1000 0.01 20 11 3811 2789 3551
1000 0.01 21 11 3925 2870 3560
1000 0.01 22 12 3927 2839 3564
1000 0.01 23 12 3749 2924 3485
1000 0.01 24 11 3777 2803 3375
1000 0.01 25 11 3873 2819 3493
1000 0.01 26 11 3824 2840 3412
1000 0.01 27 12 3704 2775 3442
1000 0.01 28 24 3859 2779 3457
1000 0.01 29 11 3843 2770 3371
1000 0.01 30 12 3911 2814 3554
1000 0.01 31 12 3911 2839 3566
1000 0.01 32 11 3814 2838 3621
1000 0.01 33 12 3737 2759 3385
1000 0.01 34 12 3781 2769 3517
1000 0.01 35 12 3772 2767 3490
1000 0.01 36 12 3832 2817 3605
1000 0.01 37 11 3869 2840 3444
1000 0.01 38 12 3853 2811 3632
1000 0.01 39 12 3795 2788 3535
1000 0.01 40 12 3806 2783 3433
1000 0.01 41 11 3831 2863 3541
1000 0.01 42 11 3859 2942 3554
1000 0.01 43 12 3839 2859 3510
1000 0.01 44 12 3760 2900 3508
1000 0.01 45 12 3776 2787 3559
1000 0.01 46 11 3790 2842 3492
1000 0.01 47 12 3812 2867 3634
1000 0.01 48 11 3730 2813 3349
1000 0.01 49 12 3873 2834 3531
1000 0.01 50 12 3823 2746 3501
1000 0.02 0 15 5818 1900 5846
1000 0.02 1 14 5714 1951 5816
1000 0.02 2 13 5758 1839 5535
1000 0.02 3 13 5617 1823 5519
1000 0.02 4 14 5735 1993 5708
1000 0.02 5 14 5626 1944 5717
1000 0.02 6 17 5674 1935 5782
1000 0.02 7 16 5888 1940 5750
1000 0.02 8 14 5597 1842 5697
1000 0.02 9 13 5694 1847 5794
1000 0.02 10 13 5625 1856 5819
1000 0.02 11 14 5833 1861 5770
1000 0.02 12 13 5706 1789 5567
1000 0.02 13 14 5675 1897 5619
1000 0.02 14 13 5529 1812 5638
1000 0.02 15 14 5823 1903 5650
1000 0.02 16 14 5815 1865 5860
1000 0.02 17 13 5705 1871 5704
1000 0.02 18 14 5674 1873 5728
1000 0.02 19 13 5708 1861 5684
1000 0.02 20 14 5735 1856 5799
1000 0.02 21 14 5512 1826 5499
1000 0.02 22 13 5492 1811 5687
1000 0.02 23 14 5621 1876 5668
1000 0.02 24 14 5507 1982 5569
1000 0.02 25 15 5897 2058 5773
1000 0.02 26 15 5698 1889 5789
1000 0.02 27 14 5808 1935 5878
1000 0.02 28 14 5697 1980 5627
1000 0.02 29 14 5802 1891 5976
1000 0.02 30 16 5593 1909 5498
1000 0.02 31 15 5690 1880 5595
1000 0.02 32 13 5632 1855 5628
1000 0.02 33 14 5655 1842 5604
1000 0.02 34 14 5521 1815 5660
1000 0.02 35 14 5660 1846 5483
1000 0.02 36 13 5786 1884 5826
1000 0.02 37 13 5596 1936 5816
1000 0.02 38 14 5614 1901 5542
1000 0.02 39 14 5692 1941 5652
1000 0.02 40 14 5643 1890 5710
1000 0.02 41 14 5643 1872 5747
1000 0.02 42 13 5844 1912 5881
1000 0.02 43 13 5697 1894 5722
1000 0.02 44 14 5810 1930 5770
1000 0.02 45 13 5691 1861 5808
1000 0.02 46 20 5650 1911 5712
1000 0.02 47 13 5819 1888 5871
1000 0.02 48 14 5738 1922 5894
1000 0.02 49 15 5650 1925 5652
1000 0.02 50 14 5788 1891 5648
1000 0.03 0 15 7560 1114 7673
1000 0.03 1 17 7547 1131 7659
1000 0.03 2 16 7355 1031 7683
1000 0.03 3 16 7416 1040 7603
1000 0.03 4 16 7388 1134 7563
1000 0.03 5 16 7452 1043 7625
1000 0.03 6 16 7545 1065 7468
1000 0.03 7 17 7572 1089 7726
1000 0.03 8 16 7461 1112 7560
1000 0.03 9 16 7454 1078 7515
1000 0.03 10 16 7558 1163 7713
1000 0.03 11 15 7441 1103 7632
1000 0.03 12 18 7720 1081 7737
1000 0.03 13 16 7276 1078 7462
1000 0.03 14 15 7593 1195 7787
1000 0.03 15 16 7410 1081 7596
1000 0.03 16 16 7525 1104 7701
1000 0.03 17 17 7795 1105 7931
1000 0.03 18 16 7406 1095 7720
1000 0.03 19 16 7410 1106 7616
1000 0.03 20 15 7298 1084 7559
1000 0.03 21 21 7689 1080 7911
1000 0.03 22 16 7264 1090 7388
1000 0.03 23 16 7659 1147 7870
1000 0.03 24 17 7742 1116 7815
1000 0.03 25 15 7461 1075 7773
1000 0.03 26 17 7431 1082 7701
1000 0.03 27 18 7578 1119 7630
1000 0.03 28 16 7372 1038 7457
1000 0.03 29 15 7486 1064 7681
1000 0.03 30 15 7523 1106 7630
1000 0.03 31 16 7475 1058 7664
1000 0.03 32 16 7475 1118 7734
1000 0.03 33 15 7522 1080 7565
1000 0.03 34 16 7503 1137 7696
1000 0.03 35 15 7270 1054 7548
1000 0.03 36 16 7625 1169 7872
1000 0.03 37 16 7505 1166 7681
1000 0.03 38 19 7518 1057 7796
1000 0.03 39 18 7617 1116 7922
1000 0.03 40 16 7507 1157 7757
1000 0.03 41 24 7709 1133 7775
1000 0.03 42 17 7629 1180 7889
1000 0.03 43 16 7400 1104 7646
1000 0.03 44 15 7653 1113 7807
1000 0.03 45 15 7452 1043 7681
1000 0.03 46 15 7095 1046 7210
1000 0.03 47 16 7400 1072 7634
1000 0.03 48 16 7436 1118 7673
1000 0.03 49 17 7690 1099 7872
1000 0.03 50 15 7500 1086 7704
1000 0.04 0 17 9554 576 9549
1000 0.04 1 17 9641 547 9681
1000 0.04 2 17 9786 621 9977
1000 0.04 3 19 9543 564 9713
1000 0.04 4 20 9600 514 9780
1000 0.04 5 17 9529 545 9602
1000 0.04 6 17 9463 576 9569
1000 0.04 7 22 9450 588 9566
1000 0.04 8 17 9539 550 9556
1000 0.04 9 19 9346 552 9473
1000 0.04 10 17 9333 493 9429
1000 0.04 11 17 9566 534 9609
1000 0.04 12 19 9496 584 9678
1000 0.04 13 17 9579 587 9736
1000 0.04 14 19 9301 503 9460
1000 0.04 15 17 9483 556 9544
1000 0.04 16 17 9562 580 9676
1000 0.04 17 17 9465 555 9589
1000 0.04 18 17 9669 573 9765
1000 0.04 19 17 9444 526 9526
1000 0.04 20 17 9553 535 9701
1000 0.04 21 17 9583 563 9661
1000 0.04 22 17 9801 568 9982
1000 0.04 23 18 9534 573 9745
1000 0.04 24 17 9545 555 9625
1000 0.04 25 18 9682 561 9832
1000 0.04 26 19 9518 551 9652
1000 0.04 27 17 9168 525 9313
1000 0.04 28 17 9286 519 9440
1000 0.04 29 20 9562 530 9663
1000 0.04 30 17 9362 480 9409
1000 0.04 31 17 9572 527 9690
1000 0.04 32 17 9403 570 9521
1000 0.04 33 17 9232 530 9288
1000 0.04 34 18 9584 512 9809
1000 0.04 35 17 9463 539 9495
1000 0.04 36 18 9446 610 9628
1000 0.04 37 17 9494 597 9641
1000 0.04 38 17 9500 531 9541
1000 0.04 39 20 9578 580 9661
1000 0.04 40 17 9383 500 9424
1000 0.04 41 21 9539 581 9648
1000 0.04 42 17 9499 548 9553
1000 0.04 43 18 9575 543 9657
1000 0.04 44 17 9500 553 9565
1000 0.04 45 17 9422 557 9563
1000 0.04 46 18 9473 597 9638
1000 0.04 47 17 9616 611 9753
1000 0.04 48 18 9357 565 9597
1000 0.04 49 18 9505 560 9623
1000 0.04 50 18 9402 552 9603
1000 0.05 0 20 12072 260 12099
1000 0.05 1 19 11741 237 11837
1000 0.05 2 18 12046 224 12112
1000 0.05 3 18 12081 217 12148
1000 0.05 4 20 12204 228 12287
1000 0.05 5 18 11801 249 11861
1000 0.05 6 19 12027 284 12066
1000 0.05 7 19 11986 261 12036
1000 0.05 8 19 11992 244 12014
1000 0.05 9 20 11910 258 11962
1000 0.05 10 19 12263 246 12334
1000 0.05 11 18 11987 208 12019
1000 0.05 12 18 11994 244 12067
1000 0.05 13 19 11866 219 11919
1000 0.05 14 19 12268 217 12316
1000 0.05 15 18 12069 236 12136
1000 0.05 16 19 12132 245 12162
1000 0.05 17 18 11915 205 11968
1000 0.05 18 18 11857 223 11900
1000 0.05 19 19 12147 216 12222
1000 0.05 20 19 11922 212 11958
1000 0.05 21 20 11635 205 11666
1000 0.05 22 18 11972 228 12026
1000 0.05 23 19 11838 216 11787
1000 0.05 24 21 12198 249 12274
1000 0.05 25 18 12036 241 12088
1000 0.05 26 19 11947 236 12007
1000 0.05 27 18 11814 213 11828
1000 0.05 28 19 12031 239 12075
1000 0.05 29 18 12038 228 12104
1000 0.05 30 19 12103 244 12172
1000 0.05 31 19 12119 239 12156
1000 0.05 32 19 12119 230 12155
1000 0.05 33 19 11946 244 12020
1000 0.05 34 18 11645 216 11675
1000 0.05 35 19 11725 224 11710
1000 0.05 36 18 12279 219 12377
1000 0.05 37 19 11983 255 12067
1000 0.05 38 18 11712 236 11759
1000 0.05 39 19 11718 220 11716
1000 0.05 40 18 11969 212 12038
1000 0.05 41 19 12051 232 12033
1000 0.05 42 18 12098 251 12222
1000 0.05 43 19 11950 280 12014
1000 0.05 44 19 11957 221 12053
1000 0.05 45 19 11731 195 11722
1000 0.05 46 19 12027 245 12051
1000 0.05 47 19 12018 263 12065
1000 0.05 48 18 12061 225 12091
1000 0.05 49 18 12022 246 12051
1000 0.05 50 18 11771 252 11788
1000 0.1 0 27 40332 8 40332
1000 0.1 1 24 39577 8 39577
1000 0.1 2 24 40134 9 40134
1000 0.1 3 25 40104 8 40104
1000 0.1 4 25 40301 7 40301
1000 0.1 5 25 39769 7 39769
1000 0.1 6 25 39621 7 39621
1000 0.1 7 24 40239 8 40239
1000 0.1 8 24 39717 8 39717
1000 0.1 9 24 40145 8 40145
1000 0.1 10 24 40082 7 40082
1000 0.1 11 25 39916 9 39916
1000 0.1 12 25 40274 7 40274
1000 0.1 13 25 39970 7 39970
1000 0.1 14 25 39916 7 39916
1000 0.1 15 25 39971 8 39971
1000 0.1 16 26 39858 7 39858
1000 0.1 17 25 40192 7 40192
1000 0.1 18 25 39834 7 39834
1000 0.1 19 25 40240 8 40240
1000 0.1 20 24 40201 7 40201
1000 0.1 21 24 40109 8 40109
1000 0.1 22 25 40073 7 40073
1000 0.1 23 25 40010 8 40010
1000 0.1 24 24 40168 8 40168
1000 0.1 25 24 40490 8 40490
1000 0.1 26 24 39906 7 39906
1000 0.1 27 25 40300 7 40300
1000 0.1 28 25 39967 7 39967
1000 0.1 29 25 39831 7 39831
1000 0.1 30 25 40170 7 40170
1000 0.1 31 25 39833 17 39833
1000 0.1 32 25 39869 9 39869
1000 0.1 33 25 40478 7 40478
1000 0.1 34 25 39928 7 39928
1000 0.1 35 24 39914 8 39914
1000 0.1 36 24 40182 8 40182
1000 0.1 37 25 40092 8 40092
1000 0.1 38 24 40250 7 40250
1000 0.1 39 25 40164 9 40164
1000 0.1 40 24 39656 8 39656
1000 0.1 41 25 39663 7 39663
1000 0.1 42 24 39443 8 39443
1000 0.1 43 24 40032 8 40032
1000 0.1 44 24 39924 8 39924
1000 0.1 45 24 39820 8 39820
1000 0.1 46 27 40628 9 40628
1000 0.1 47 25 40236 8 40236
1000 0.1 48 25 39987 7 39987
1000 0.1 49 25 39123 7 39123
1000 0.1 50 25 39921 7 39921
1000 0.2 0 41 159189 12 159189
1000 0.2 1 41 158251 13 158251
1000 0.2 2 41 160812 13 160812
1000 0.2 3 41 159169 13 159169
1000 0.2 4 41 160252 13 160252
1000 0.2 5 41 159583 13 159583
1000 0.2 6 46 160345 18 160345
1000 0.2 7 42 159200 12 159200
1000 0.2 8 41 158556 12 158556
1000 0.2 9 44 159040 13 159040
1000 0.2 10 41 159534 13 159534
1000 0.2 11 41 159190 13 159190
1000 0.2 12 42 159789 13 159789
1000 0.2 13 42 160646 12 160646
1000 0.2 14 41 159589 13 159589
1000 0.2 15 42 159121 12 159121
1000 0.2 16 41 159321 13 159321
1000 0.2 17 41 160440 13 160440
1000 0.2 18 42 160006 13 160006
1000 0.2 19 42 158930 12 158930
1000 0.2 20 41 160149 13 160149
1000 0.2 21 41 159344 13 159344
1000 0.2 22 41 159775 13 159775
1000 0.2 23 42 159221 13 159221
1000 0.2 24 42 159335 12 159335
1000 0.2 25 41 160731 12 160731
1000 0.2 26 41 159180 12 159180
1000 0.2 27 41 158828 12 158828
1000 0.2 28 41 159375 12 159375
1000 0.2 29 41 160150 12 160150
1000 0.2 30 41 160351 13 160351
1000 0.2 31 42 160058 12 160058
1000 0.2 32 41 158457 12 158457
